Response ID,"If you agree to these conditions, please click ""I consent to participate"" below. If you do not agree, click the “I do not consent to participate” option.

By agreeing to participate, you confirm that you are over 18 years of age.

 

I have read the above information.","What is your Prolific ID?

Please note that this response should auto-fill with the correct ID.","In Novel A, how long is the trail that Sam takes?","In Novel A, what plant does Sam rest against?","In Novel B, when does Alex go to the cafe?","In Novel B, what is the material of the chair Alex sketches?",chosen_story,"Your opinion is fundamental to understand reader preferences. Please take your time to answer this question.

In your own words, briefly share your motivation for your choice (minimum 200 characters, or about 40 words).",Your age:,gender,Your gender - Prefer to self describe: - Text,What was your total family income before taxes during the past 12 months?,List of Countries,Do you currently reside in the United States?,What is your current United States Zip Code?,How would you describe your political views?,"In Novel A, when does Alex go to the cafe?","In Novel A, what is the material of the chair Alex sketches?","In Novel B, how long is the trail that Sam takes?","In Novel B, what plant does Sam rest against?",boh,first_gender,first_story,chose_woman,Treatment A,chose_hike,respondent_woman
R_35hHaYOEkJBeSuB,I consent to participate.,64560bd205fd539c22bc0b37,6 miles,Juniper tree,Morning,Wood,Novel A,I'm really interested in finding out what the letter says that caused  Sam to take off work and take this 6 mile hike today. It seems like it is something important and I want to find out more about Sam and this letter,46-55,Woman,,"Less than $25,000",United States of America,Yes,25661,Moderate,,,,,,W,Hike,1,Hike,1,1
R_5L6yIWwV5Aanyv5,I consent to participate.,66456ef29dcbac0c77e64bf2,,,,,Novel B,I did not like how Novel A was written. I found it to be very wordy and seemed to be overly descriptive without adding much to the plot.I found myself rereading parts multiple times trying to understand the relevancy of some of the details. Like why mention the protagonists calf pain? or the colors of the chair? It reminded me of a creative writing assignment a highschool student would submit.  It seemed to be wordy just for the sake of being wordy. Novel B seemed to have clearer writting and I enjoyed the writing style more. I liked the cliff hanger at the end of Novel B more as well. ,25-35,Woman,,"$50,000-$99,999",United States of America,Yes,67401,Moderate,Morning,Wood,6 miles,Juniper tree,,W,Coffee,0,Other,1,1
R_26Gwsq0kHUV70CR,I consent to participate.,62826a0d905d486567a481c4,6 miles,Juniper tree,Morning,Wood,Novel B,I would continue to read Novel B because the attitude and headspace of the character in Novel B is more positive and pleasant to read than novel A. The character in Novel A is much more pessimistic and it is hard to enjoy and like the character because of his attitute,25-35,Woman,,"$100,000-$199,999",United States of America,Yes,60657,Liberal,,,,,,M,Hike,1,Other,0,1
R_2nACrxF6mL3u6O2,I consent to participate.,6643a328878e4f517c10de28,6 miles,Juniper tree,Morning,Wood,Novel A,"novel a seems more interesting, more connected to character and ends on a cliff hanger that makes me want to continue reading to find out truth. i don’t want to read another story about a man, seems boring and repetitive like millions of other stories about an average man",25-35,Woman,,"$50,000-$99,999",United States of America,Yes,43016,Very liberal,,,,,,W,Hike,1,Hike,1,1
R_3DYV8h2RwXDqBVS,I consent to participate.,66060f19dda14ccd05dfcef9,6 miles,Juniper tree,Morning,Wood,Novel A,Because I have a great love for the outdoors and hiking. I really enjoy books about the outdoors and I like living vicariously through the people in the story and imagine I am hiking the same trail. Those are the types of stories or books that grab my attention and make me want to keep reading.,36-45,Man,,"$50,000-$99,999",United States of America,Yes,97086,Liberal,,,,,,M,Hike,0,Other,1,0
R_21zRjs77tr3Bs6c,I consent to participate.,663a5d3e48441f253cc57071,,,,,Novel A,"I could relate more to the character of novel A. I too sometimes draw and enjoy creative leisure activities like sketching. It felt like I could relate to them and the ending of them submitting their work had gotten me very intrigued to find out how it goes for them. Novel B, wasn't as relatable as I'm someone who doesn't going hiking or on trails at all. Novel B's setting was also slightly harder to imagine because I had never been in that environment before.",18-24,Man,,"$50,000-$99,999",United States of America,Yes,40356,Liberal,Morning,Wood,6 miles,Juniper tree,,M,Coffee,0,Hike,0,0
R_8KqClZm1bmgSmIt,I consent to participate.,6596a5cad60ef105b6c18897,,,,,Novel B,"I think I would choose Novel B instead of A because there seems to be more of a captivating story line. I want to know why the main character moved to the desert, who wrote the letter, and why they had to wait until they reached the end of the trail. Novel A seems like a straightforward story compared to Novel B which may have some twists and turns in it. ",25-35,Woman,,"$25,000-$49,999",United States of America,Yes,21922,Moderate,Morning,Wood,6 miles,Juniper tree,,W,Coffee,0,Other,1,1
R_3di6Wy2F6TPz5gA,I consent to participate.,663547bd5b976911cddd96ee,6 miles,Juniper tree,Morning,Wood,Novel A,"A possible explanation is that Novel A's protagonist, Sam, is on a journey of self-discovery, and the reader is drawn to his relatable struggles and the scenic desert landscape, making for a more engaging and introspective read.",25-35,Woman,,"$50,000-$99,999",United States of America,Yes,02215,Moderate,,,,,,M,Hike,0,Other,1,1
R_5dhNhfUMh0uc8yA,I consent to participate.,5e6155e6f169c0046b6d6518,6 miles,Juniper tree,Morning,Wood,Novel A,Both novels seemed good. I just thought the end of novel A was interesting. I wanted to read what was on the note. Cliffhangers kill me! I am the type of person who hates to leave things unresolved. I would like to know what was in Sam's note. The second used a similar technique but it wasn't as effective as an unread note. ,25-35,Man,,"$50,000-$99,999",United States of America,Yes,82901,Liberal,,,,,,M,Hike,0,Other,1,0
R_1X9rbEDKfWxcW9X,I consent to participate.,637058f9e7a26c452d1cc49a,6 miles,Juniper tree,Morning,Wood,Novel B,"My primary motivation is the setting.  I like envisioning a scene with crisp air, snow, and the visuals of snow swept environment (I live in Florida).  I think that this novel will be mainly in the character's present and near future; I like thinking of the next adventure.  I image that simple yet complex crafted wooden chair with the burgandy and gold upholstery will play a part in what is coming up next and I am interested. ",56-65,Woman,,"Less than $25,000",United States of America,Yes,32801,Very liberal,,,,,,M,Hike,1,Other,0,1
R_8pscCDNFzyAPlBk,I consent to participate.,6629b4b053299d72d88b2eb2,,,,,Novel B,I would choose novel B to continue. While not great writing it has given me the impression of suspense because of the mysterious note Sam is going to read. Novel A felt over written with too many adjectives and not enough character. It was also set up to feel like a Hallmark movie about a shy artist too scared to submit her work but on a whim does so and hey presto gets a show at the local gallery.,46-55,Woman,,"$100,000-$199,999",United Kingdom of Great Britain and Northern Ireland,Yes,30312,Very liberal,Morning,Wood,6 miles,Juniper tree,,W,Coffee,0,Other,1,1
R_2AJPlKVxazIwkZb,I consent to participate.,6332517a492e9ac48804f991,,,,,Novel B,"More interested in the hiker. 6 miles is a long way to hike. It would be interesting on what is viewed. Will he run into obstacles. But the most interesting part of this book, what did the note in the bottom of his bag mean. Did someone break up with him.",65+,Man,,"$25,000-$49,999",United States of America,Yes,46814,Liberal,Morning,Wood,6 miles,Juniper tree,,W,Coffee,0,Other,1,0
R_3ePyzMO4K9I8019,I consent to participate.,63d152150ad28a2b24aa507a,6 miles,Juniper tree,Morning,Wood,Novel A,"Novel A to me had a more interesting premise, I had a much greater desire to continue the story and figure out what was in the letter. There was a greater sense of mystery, whereas Novel B didn't really interest me much with how it ended. I didn't really care that much about Alex and the submission to the art gallery. Sam also had a much more interesting background in the passage I read, and I enjoyed the setup more.",25-35,Woman,,"$100,000-$199,999",United States of America,Yes,53711,Liberal,,,,,,M,Hike,0,Other,1,1
R_1ilrkFeZkVYCkrH,I consent to participate.,63dac3039dddeaa909a790fb,,,,,Novel B,"The only real reason I picked Novel B was that it had something that at least somewhat piqued my interest with the introduction of the letter in the bottom of the bag. That's literally it. Novel A did absolutely nothing for me and I found it rather mawkish and twee. Novel B wasn't all that interesting but it at least had something, anything to keep you interested to at least get resolution to the contents of the letter in the bag. ",36-45,Woman,,"$25,000-$49,999",United States of America,Yes,48162,Very liberal,Morning,Wood,6 miles,Juniper tree,,M,Coffee,1,Hike,1,1
R_2rZUJhzmdmFAphE,I consent to participate.,559c192bfdf99b218a61f57f,,,,,Novel B,I think the interest in what the letter stated was more interesting to me. I want to know why Sam took the day off specifically for that hike and more importantly to read that letter where she was. The addition of details in story B drew me in more than the drawing story.,36-45,Man,,"$100,000-$199,999",United States of America,Yes,96819,Liberal,Morning,Wood,6 miles,Juniper tree,,M,Coffee,1,Hike,1,0
R_7IAvBJwpLuC57Jq,I consent to participate.,6348801ddd19d0c7bfddac73,6 miles,Juniper tree,Morning,Wood,Novel B,I enjoyed reading about her drawing the chair and how it looked. I also like the fact she gave her sketch vivid color. I like her deep thought and how she looked at the chair with its different shapes and feels. She is deep in thought like most of us at times.,65+,Woman,,"Less than $25,000",United States of America,Yes,22407,Liberal,,,,,,M,Hike,1,Other,0,1
R_1NPx92biP7NheQV,I consent to participate.,65369762d18c2ba5bc604afc,6 miles,Juniper tree,Morning,Wood,Novel B,"Novel A is more of a mood setting piece meant to evoke a feeling, whereas Novel B was setting up a more mysterious story where something was about to happen. I like stories where things happen more than it is just setting a mood.",36-45,Man,,"$100,000-$199,999",United States of America,Yes,02048,Liberal,,,,,,M,Hike,1,Other,0,0
R_2nqO3ShdZmsdJSw,I consent to participate.,65ee804a0439c1d89f5b2d95,6 miles,Juniper tree,Morning,Wood,Novel A,Novel A seemed like it had a little more mystery to it. I was looking forward to see what the letter was going to say. This seems like a novel that I would read and is closer to my kind of reading versus novel b.,25-35,Man,,"$100,000-$199,999",United States of America,Yes,96822,Liberal,,,,,,M,Hike,0,Other,1,0
R_2zHeUFq6Riz9e1z,I consent to participate.,6630dd03941b48c77bba2805,6 miles,Juniper tree,Morning,Wood,Novel A,"Both responses are too descriptive and not engaging enough for a first chapter. I would choose Novel A to keep reading because it did leave some intrigue with the last line, where the other novel offered little to no reason to keep reading.",36-45,Man,,"$100,000-$199,999",United States of America,Yes,79932,Liberal,,,,,,W,Hike,1,Hike,1,0
R_6fHMYeaXwZ8SeUP,I consent to participate.,6598290cf1ec7a1ece008b99,6 miles,Juniper tree,Morning,Wood,Novel A,"I would rather read novel A because it has more opportunity for adventure. The character has to travel a 6 mile trail through hot weather, and anything could happen. She could meet anyone and get into a lot of trouble. There's also more chances to compare her current climate to the one in Olympia.",25-35,Woman,,"$25,000-$49,999",United States of America,Yes,46323,Liberal,,,,,,W,Hike,1,Hike,1,1
R_7kVf4cRLCz9skAF,I consent to participate.,6544fd84cf4e51f1de212e54,6 miles,Juniper tree,Morning,Wood,Novel A,Novel A really felt like there was a lot more to unravel. Like there would be a reason for the note and for her hiking that specific day. I would want to know more. I also felt like I could see myself more as part of the character in that novel.,36-45,Woman,,"$100,000-$199,999",United States of America,Yes,79015,Liberal,,,,,,W,Hike,1,Hike,1,1
R_5a1LucjxBpSzYI1,I consent to participate.,663f59dc6fd2542024ad9336,6 miles,Juniper tree,Morning,Wood,Novel A,Novel A left off with more of a mystery and unanswered questions. I found myself wanting answers to those questions instead of moving on to novel B. I also found the scenario of Novel A a bit more relatable. It was more interesting to read. ,25-35,Woman,,"$50,000-$99,999",United States of America,Yes,55118,Liberal,,,,,,M,Hike,0,Other,1,1
R_2EYZfeuNHMi4htx,I consent to participate.,58cb138127e23a0001b4fb5d,6 miles,Juniper tree,Morning,Wood,Novel A,This story sounds more interesting. The excerpt ended with the man about to read a letter that he had kept. I am curious to know what is in the letter. It probably would have determined how the rest of the story goes. ,56-65,Woman,,"$50,000-$99,999",United States of America,Yes,90660,Liberal,,,,,,M,Hike,0,Other,1,1
R_1cxsz0cnyEoKPvz,I consent to participate.,5eb6b8ee9351615bd9d99fde,6 miles,Juniper tree,Morning,Wood,Novel A,"I don't love the writing, but there is at least suspense about what's in the letter. Not much interesting to focus on Novel B, and we don't know enough about her yet to care whether she submits her art to the gallery.",56-65,Woman,,"$100,000-$199,999",United States of America,Yes,12534,Liberal,,,,,,M,Hike,0,Other,1,1
R_1uwd6meDzMonXax,I consent to participate.,662afac356f5fc77cbdfd81c,6 miles,Juniper tree,Morning,Wood,Novel A,"I would personally not choose to continue reading either of these, though my inclination would be to continue Novel A. I liked the writing style of Novel B but am not as interested in the subject matter of an artist deciding to enter an art submission into a competition, unless there is some huge plot twist not yet hinted at. Novel A had a little more intrigue and mystery with the note.",25-35,Woman,,"$25,000-$49,999",United States of America,Yes,53703,Liberal,,,,,,W,Hike,1,Hike,1,1
R_7OaRq7JPwkfVhcJ,I consent to participate.,63d40f21ea1c311723c7c847,6 miles,Juniper tree,Morning,Wood,Novel A,"I am more interested in the letter that Sam will read than whatever event Alex was reminded of while sketching. It feels like Sam has something in her past to reckon with, which I find more interesting. Additionally, the hiking excursion on a hot day is something I would find myself doing moreso than sketching in a cafe in a snowy environment. I don't identify with the latter.",25-35,Man,,"$100,000-$199,999",United States of America,Yes,77845,Liberal,,,,,,W,Hike,1,Hike,1,0
R_1gNkRmPw3GWsgYm,I consent to participate.,6151e17dd596caee8fc6b73c,,,,,Novel B,"Novel B is much more compelling, it has exclamations and cursing and I relate much more to a character which has flaws like sleeping longer than they meant to and cursing. Additionally there's a bit of a mystery where the reader wants to know what the letter he's holding says.",46-55,Woman,,"$100,000-$199,999",United States of America,Yes,421.3,Liberal,Morning,Wood,6 miles,Juniper tree,,W,Coffee,0,Other,1,1
R_3mR9a5ZcGCaJxh9,I consent to participate.,5c511ead2423780001086a92,,,,,Novel B,"I was more inspired by Novel B because of outdoor activities that sound more interesting to me. Plus I felt like the author was more relatable in their story about moving and going down a mile path, while even describing why they have a black car in so much heat.",46-55,Woman,,"$50,000-$99,999",United States of America,Yes,83619,Liberal,Morning,Wood,6 miles,Juniper tree,,M,Coffee,1,Hike,1,1
R_5Jei9KMR1I07ALJ,I consent to participate.,65d572b0bd09b873303e5916,6 miles,Juniper tree,Morning,Wood,Novel B,"I feel like I related more to Alex as a character and I got a sense of where the story could be headed. I predict that the rest of the story is about Alex's journey becoming an artist, while I was still not sure where the story with Sam was headed. ",18-24,Woman,,"$100,000-$199,999",United States of America,Yes,01106,Liberal,,,,,,M,Hike,1,Other,0,1
R_7nFYWVhfMsnhWjn,I consent to participate.,5ca8ffbec942ab0016cfe9d2,6 miles,Juniper tree,Morning,Wood,Novel A,"While both passages set interesting scenes and both made me curious about what would happen next, there seemed to be something a bit more intriguing about the situation with Sam in Nova A.  The idea of him going out on a hot trail for the day is something not too dissimilar to things I have done in the past myself, so there is a familiarity to this for me.  But what really caught me was the letter and note, which he seemed about to open at the end of the passage.  This seemed very curious to me, and I'd like to know more.",46-55,Man,,"More than $200,000",United States of America,Yes,46804,Conservative,,,,,,M,Hike,0,Other,1,0
R_6MMfXzL5gFetduB,I consent to participate.,614eb489b0a5f38772bab599,,,,,Novel B,"I would choose to read Novel B because I like the direction the story is going. Specifically, the letter that Sam was about to read near the end was intriguing to me given that it seemed like it had an aspect of suspense. It made me wonder what the letter was/is about, and how it will affect the storyline from that point.",25-35,Woman,,"$100,000-$199,999",United States of America,Yes,34786,Conservative,Morning,Wood,6 miles,Juniper tree,,M,Coffee,1,Hike,1,1
R_2anwM1euPp0LViG,I consent to participate.,64836981f87b85ab4b89dcf1,,,,,Novel B,"While both seem semi predictable, the phrase read me at the end has an additional air of mystery.  Of course, my brain decided that alex wrote the note, and that the two paragraphs were intertwined, making this just one novel instead of two.",56-65,Woman,,"$25,000-$49,999",United States of America,Yes,30078,Liberal,Morning,Wood,6 miles,Juniper tree,,M,Coffee,1,Hike,1,1
R_371sKuh6Zw58ImJ,I consent to participate.,662966f0b2169f8047af1345,6 miles,Juniper tree,Morning,Wood,Novel B,I would chose novel b.  It was more engaging and made more sense.  It had good detail that made it easier to imagine that you were the character.  It was realistic and written in an easy to read tone.  It made you want to be in the cafe,46-55,Woman,,"$25,000-$49,999",United States of America,Yes,14223,Liberal,,,,,,M,Hike,1,Other,0,1
R_7kAPBkStM7B0pK9,I consent to participate.,65f506b13213d7223ce26cd8,6 miles,Juniper tree,Morning,Wood,Novel A,I am intrigued by Novel A and the letter that Sam is about to read. There was more action and events happening. Novel B did not have much activity and was a lot of description of someone sitting and drawing.,46-55,Woman,,"$100,000-$199,999",United States of America,Yes,80260,Conservative,,,,,,M,Hike,0,Other,1,1
R_2ReZocNaOFCJ9qt,I consent to participate.,631b883c9a6d6722114a6eed,6 miles,Juniper tree,Morning,Wood,Novel B,"I feel I can relate to the setting and the character more in novel B. I live somewhere that gets snow and is close to a desert but much prefer the snow. Also, I love cafes/coffee and art, and I prefer to wake up early in the morning. Novel B had all of those elements and made it easier to picture as I read. I didn't relate much to the character or setting of novel A. I dislike the heat and the desert and I just didn't like the personality I was getting from the character in novel a.",18-24,Woman,,"$25,000-$49,999",United States of America,Yes,84043,Liberal,,,,,,W,Hike,0,Hike,0,1
R_7potV8lLXwxK7Ag,I consent to participate.,63eaa9f8f0637c961dcfc277,,,,,Novel B,I became intrigued as to the purpose of the hike and the letter in novel B. Novel A seemed like the journey of a tortured artist and didn't draw my attention as much as novel B. Novel B seemed to have a better story to unravel and would keep my attention; it had more of a mystery to delve into.,46-55,Woman,,"$100,000-$199,999",United States of America,Yes,96778,Moderate,Morning,Wood,6 miles,Juniper tree,,W,Coffee,0,Other,1,1
R_5Ltq9zVOebHhVXb,I consent to participate.,65f8d57fd2c442b60e090c39,6 miles,Juniper tree,Morning,Wood,Novel A,I would prefer to continue reading Novel A as I am interested to learn more about Sam's backstory and why he moved from Washington to Arizona. I am also intrigued to learn more about what the contents of the note are.,25-35,Man,,"More than $200,000",United States of America,Yes,94597,Liberal,,,,,,M,Hike,0,Other,1,0
R_2lM2swGRzpwJJfO,I consent to participate.,660f0109a2017130671dd145,,,,,Novel B,I was drawn to the setting and scenery of Novel B. I’d like to know what Sam was on the trail for on his day off and I want to know what was on the note that he found in his bag. He says “I guess it’s time” which makes me want to know what this means and what’s at the end of the trail or if that correlates in any way. ,36-45,Woman,,"$25,000-$49,999",United States of America,Yes,78247,Moderate,Morning,Wood,6 miles,Juniper tree,,W,Coffee,0,Other,1,1
R_2QmjDLlsQwdQzZF,I consent to participate.,56f1d53bf2df32000b8f3748,,,,,Novel B,"There was more suspense at the end of Novel B, which gives me more reason to keep reading. Novel A's scenario seemed to have ended and the next page would have been moving on to something else, probably. The stories weren't really that interesting to begin with, but Novel B at least had some intrigue, with the note that was barely described.",36-45,Man,,"$25,000-$49,999",United States of America,Yes,53202,Very liberal,Morning,Wood,6 miles,Juniper tree,,W,Coffee,0,Other,1,0
R_2hckjc0vWeM1F7S,I consent to participate.,61528277afcb4906d01e0442,6 miles,Juniper tree,Morning,Wood,Novel A,I chose the first novel because it was more interesting to me. I found myself really into the story and I found myself wanting to know what the note said. Novel B was just a little bit harder to follow. It didn't leave me wondering like Novel A did.,25-35,Woman,,"Less than $25,000",United States of America,Yes,70811,Moderate,,,,,,M,Hike,0,Other,1,1
R_7WGpqgdKN9FAwg5,I consent to participate.,616d6463aa6ae2ee832b3804,,,,,Novel B,I was not interested in novel A. I did not like the writing it had too much fluff and was too wordy. It was somewhat hard to follow. Novel B was a little more straightforward and I was more interested it the hiking story. Because I used to hike myself.,25-35,Man,,"Less than $25,000",United States of America,Yes,48047,Moderate,Morning,Wood,6 miles,Juniper tree,,W,Coffee,0,Other,1,0
R_7TttkUCyTJUFfwJ,I consent to participate.,657b80c8ff78a49936e4cff3,6 miles,Juniper tree,Morning,Wood,Novel B,I would definitely read novel B with Alex. He loves drawing and sketching like I do at the coffee shop. I enjoyed the action and imagery of this novel. The description of Alex drawing his sketch with the details made me feel like I was actually there with Alex while he was trying to attempt to draw the chair.,36-45,Woman,,"$50,000-$99,999",United States of America,Yes,77407,Liberal,,,,,,W,Hike,0,Hike,0,1
R_2KjqFwPL9rPaxQB,I consent to participate.,663e6464675410bdb462d097,,,,,Novel B,"My motivation for choosing these details is to provide clarity and ensure comprehension of the narrative. Understanding specific elements, such as the length of the trail and the type of plant, helps readers visualize the setting and connect more deeply with the character's experience, making the story more engaging and immersive. This attention to detail enhances the overall reading experience by creating a vivid and relatable world.",56-65,Man,,"$50,000-$99,999",United States of America,Yes,78108,Liberal,Morning,Wood,6 miles,Juniper tree,,M,Coffee,1,Hike,1,0
R_2hzjPpekxouH2jn,I consent to participate.,65f94673a1103f67485cc0c0,,,,,Novel A,"I chose this passage because it presents a vivid scene with rich sensory details and a glimpse into the protagonist's internal thoughts and emotions. The setting feels immersive, and the protagonist's encounter with the call for submissions adds intrigue and depth to the narrative.",25-35,Man,,"$50,000-$99,999",United States of America,Yes,10004,Moderate,Morning,Wood,6 miles,Juniper tree,,W,Coffee,1,Other,0,0
R_55nUUzIqEjJQCcN,I consent to participate.,641397a5ea8f5954ad10fceb,6 miles,Juniper tree,Morning,Wood,Novel A,"Novel A was more understandable and interesting to me. I could visualize the scene more than Novel B and I was more focused on the reading material. I was also interested in finding out more about the letter, who it was from and what it pertained to. ",46-55,Woman,,"Less than $25,000",United States of America,Yes,13206,Liberal,,,,,,M,Hike,0,Other,1,1
R_1ffqp2AwKOIZRi0,I consent to participate.,6632dfe97b497b79ca14e2b1,,,,,Novel B,I would choose Novel B because I can already surmise that the main character in novel A has worked up the courage to submit to the art contest. Novel B left me with a cliffhanger - I really want to know what the note said and learn more about Sam's reasoning for moving to Arizona from Washington.,46-55,Woman,,"$100,000-$199,999",United States of America,Yes,50265,Very liberal,Morning,Wood,6 miles,Juniper tree,,W,Coffee,0,Other,1,1
R_7V3lZ5zxcQ7c5Lk,I consent to participate.,6151e479b4ee16668948c7f2,6 miles,Juniper tree,Morning,Wood,Novel A,"Well, I like hiking so I could identify with what was going on.  I did most of my hiking when single and Sam seemed single.  I went hiking at similar places so again I identify. Overall the character is more like me than is an artist.  And the mystery of the note is intriguing",65+,Man,,"$50,000-$99,999",United States of America,Yes,90066,Liberal,,,,,,M,Hike,0,Other,1,0
R_65Qub19OSsxaMep,I consent to participate.,62ec557954bc435fb9b35517,,,,,Novel B,"While both novel excerpts were intriguing, I identified more with the second one. Novel B had more to which I can relate, hiking in the heat, resting in the woods, and finding a mysterious not in my backpack. I was less drawn to the artistic theme of Novel A.",56-65,Man,,"Less than $25,000",United States of America,Yes,30316,Liberal,Morning,Wood,6 miles,Juniper tree,,M,Coffee,1,Hike,1,0
R_5r1gDwhhp8B3agT,I consent to participate.,6643ad1d6324582f8867c01a,6 miles,Juniper tree,Morning,Wood,Novel A,"I chose Novel A because I like the survival part of the novel in comparison to Novel B. Novel B consists of a woman who wakes up and goes to sketch which is kind of boring. In Novel A, you can visualize the main character struggling in the desert and can feel how thirsty he is. Also, the fact that he wants to find shade is very relatable and he is relatable in general compared to Novel B. ",25-35,Man,,"$25,000-$49,999",United States of America,Yes,22031,Conservative,,,,,,M,Hike,0,Other,1,0
R_3JqhzZN4ahjP7TZ,I consent to participate.,62f1b2691a5ac1c03a9987a0,6 miles,Juniper tree,Morning,Wood,Novel A,"I guess I am just more intrigued by the mystery of the letter in the first novel. I am curious as to what the story behind the note in the letter is, a long with the location he was supposed to read it at. Plus, I do some hiking myself and so I was really able to visualize the hike Sam did and it got me into the story a bit more.",25-35,Man,,"$50,000-$99,999",United States of America,Yes,30033,Moderate,,,,,,M,Hike,0,Other,1,0
R_7zZpElAQYCGMzMn,I consent to participate.,65eb3ccdb472d5bb6d4919bf,6 miles,Juniper tree,Morning,Wood,Novel A,"I found the writing in Novel B to be cumbersome. I had to reread several sentences.  Whereas Novel A required much less mental energy.  Novel B was  every bit as descriptive as Novel A.   I read to relax, and prefer novels that flow.  I want to be entertained when I read, not challenged.  
",56-65,Woman,,"More than $200,000",United States of America,Yes,63105,Moderate,,,,,,M,Hike,0,Other,1,1
R_5a9ueBE2OkWrJby,I consent to participate.,660c5b8673b8719d3a12209c,6 miles,Juniper tree,Morning,Wood,Novel A,I am curious and invested in the contents of the letter. I want to know what happens next. Who is this mysterious letter from? Why has she waited to read it? Is it going to make her feel happy or sad? perhaps it will make her feel angry? ,46-55,Woman,,"$50,000-$99,999",United States of America,Yes,63640,Liberal,,,,,,W,Hike,1,Hike,1,1
R_30OvCPz1oWeKfpA,I consent to participate.,626976d0dfd20d6832fc92aa,,,,,Novel B,"Novel B just seems more interesting to me. We see Sam reach her destination at the end of the trail and she then contemplates reading the note. I'm curious to know what the note says, and why did Sam have to wait ""until the end"" to read it?",46-55,Man,,"Less than $25,000",United States of America,Yes,30680,Moderate,Morning,Wood,6 miles,Juniper tree,,M,Coffee,1,Hike,1,0
R_570oKrGUtF3J66d,I consent to participate.,63e53573ce82a79c4b32c576,,,,,Novel B,I liked how vivid the story was. The mood of the story also seemed kind of calm and relaxing. I was interested in the character and what they were doing and I was invested in what direction the story was going in. I would love to know more about the cafe and the final results of her drawing.,25-35,Woman,,"$25,000-$49,999",United States of America,Yes,79414,Liberal,Morning,Wood,6 miles,Juniper tree,,W,Coffee,0,Other,1,1
R_3jp1ya7Id763MJQ,I consent to participate.,6632b1495a9415f2fe4918ee,6 miles,Juniper tree,Morning,Wood,Novel A,"I felt the Novel A created a story that keep my interest. The hike and all of the surroundings made me feel like I was there with Sam. I felt like I could understand everything Sam was experiencing from the moment his day started to the end of the reading. Of course, I also wondered what was in the envelope at the end of the story. Both seemed good to me but I have decided that Novel A would be my choice.",46-55,Man,,"$100,000-$199,999",United States of America,Yes,28107,Conservative,,,,,,M,Hike,0,Other,1,0
R_82A7RfVFusmLt1t,I consent to participate.,5dae16d241fbb6001160ce72,,,,,Novel A,I seemed to be more interested in Alex's life and she seems to be an aspiring artist who wants to build on her craft which sounds far interesting than the story of Sam. Alex rushed to the store but soon found a note about an art event. She seemed to be hesitant about making a submission which shows potential for personal and professional growth.,36-45,Man,,"More than $200,000",United States of America,Yes,94110,Moderate,Morning,Wood,6 miles,Juniper tree,,W,Coffee,1,Other,0,0
R_12L6pUIUGqweWtD,I consent to participate.,661e4d07634b173d7a94d034,6 miles,Juniper tree,Morning,Wood,Novel A,"novel A makes me want to  know about"" the end""and what he is doing g on the trail, also novel A I want to know about his recent move and the reason behind it novel B ik's pretty apparent that she's gonna try to get into the art show nor program ",36-45,Woman,,"$50,000-$99,999",United States of America,Yes,44444,Moderate,,,,,,M,Hike,0,Other,1,1
R_5dmoTrgjiSSmh6j,I consent to participate.,656535cfb6e6bea3d8637deb,,,,,Novel B,"Though both pages seemed very interesting to me, I believe if I had the choice, I would choose Novel B. Though I was interested in how Alex in Novel A was going to deal with her art submission, it seemed as though there was a bit of a mystery brewing in Novel B. I am very curious about what was written in the letter that Sam had and who the person who wrote it was. Also, why did they want him to go on the hiking trail before they opened it? Is there treasure? That would be cool!",46-55,Man,,"$25,000-$49,999",United States of America,Yes,89706,Liberal,Morning,Wood,6 miles,Juniper tree,,W,Coffee,0,Other,1,0
R_5JRf2yCnNn1f7k5,I consent to participate.,65b94d4dc871916672fce70d,6 miles,Juniper tree,Morning,Wood,Novel A,"In my opinion, Novel A has better usage of imagery and I can better related to Novel A than Novel B. Novel A uses better descriptive words and statements to describe the environment better which makes me easily able to visualize the setting. I live in an area without snow so I cannot relate to Novel B and have a hard time visualizing the environment. Novel A's area is more relatable to me because I also experienced high heat temperatures at where I live, which makes me be able to visualize the setting better. Novel A also seems to be more adventurous and more interesting than Novel B. To conclude, I believe Novel A has a more interesting and relatable setting and a more interesting character.",18-24,Man,,"Less than $25,000",United States of America,Yes,91402,Moderate,,,,,,M,Hike,0,Other,1,0
R_3v9bsDdvHTD6xxS,I consent to participate.,615e420a23219efe3427a367,6 miles,Juniper tree,Morning,Wood,Novel A,"I had a slight preference for Novel A because there seemed to be three or four threads presented on these pages that could lead to a very interesting story. With the character's recent move, desire to improve herself physically, and the mysterious letter I found it to be very appealing.",65+,Woman,,"$100,000-$199,999",United States of America,Yes,35342,Very liberal,,,,,,W,Hike,1,Hike,1,1
R_1l3Qt0yGror2AlF,I consent to participate.,5f828002935db93a4d29d577,,,,,Novel B,I'm more interested to see where Sam's journey is going to take her when it comes to the trail overall. I also like the detail when it comes to how Sam interacts with the environment. It adds a level of comfort that I just enjoy a bit more. ,25-35,Man,,"$50,000-$99,999",United States of America,Yes,39110,Very liberal,Morning,Wood,6 miles,Juniper tree,,M,Coffee,1,Hike,1,0
